,poem name,content,type
660,An Apprehension,"Ten below, high of zero, 4:11 pm
flashed the alarm panel’s handsome blue touchscreen.

Without commotion or fire the afternoon
passed slowly, full of promise,

then disappointment.
Without heartbreak or break-in.

For company I had Kafka on my lap
and Qolsys vibrating lightly against the wall.

4:34    ...    4:35    ...
There are all sorts of creatures in the world, I read,

wretched, limited, dumb creatures
who have no language but mechanical cries.

I stood up and stretched.
Face-to-face with Qolsys,

I peered into the sensors, into the little hole
of the siren, and touched up my lipstick.

Maybe I can ask Dave to come back, I thought,
Dave from Royal Security,

Dave with the smoky brown eyes,
maybe he can help.

I took off my slippers,
my bargain-basement bra, and danced.

Silence. Not even a mechanical cry —
I wondered if the fault were mine.

Maybe I miswired the hard data?
The soft data?

Maybe the poor thing simply had no loins.
I opened the window.

Window opening, said Qolsys
in a low persuasive voice.

Outside there were heavy birds
weighing down the winter trees,

heaps of them in the gloaming, almost purple,
waiting for what, who can say?

I shut the window.
Window closing, said Qolsys.

It was a start, not so very different from others of my species,
narrating events as they happen,

I’m coming,
I’m coming —

I opened the window again,
letting the cold air press across my wrists,

the back of my neck, my lips, hoping
at least the motion detector, inside,

or the birds, outside,
would respond to the scent that pulsed there.

You will not go unsampled! I heard the birds say.
Be mine! I heard the trees say.

I could have turned down the sound,
I could have shut the window,

but like a darkness slowly advancing,
like winter lightning,

we are drawn together.",Nature
661,The Seafarer,"May I for my own self song's truth reckon,
Journey's jargon, how I in harsh days
Hardship endured oft.
Bitter breast-cares have I abided,
Known on my keel many a care's hold,
And dire sea-surge, and there I oft spent
Narrow nightwatch nigh the ship's head
While she tossed close to cliffs. Coldly afflicted,
My feet were by frost benumbed.
Chill its chains are; chafing sighs
Hew my heart round and hunger begot
Mere-weary mood. Lest man know not
That he on dry land loveliest liveth,
List how I, care-wretched, on ice-cold sea,
Weathered the winter, wretched outcast
Deprived of my kinsmen;
Hung with hard ice-flakes, where hail-scur flew,
There I heard naught save the harsh sea
And ice-cold wave, at whiles the swan cries,
Did for my games the gannet's clamour,
Sea-fowls, loudness was for me laughter,
The mews' singing all my mead-drink.
Storms, on the stone-cliffs beaten, fell on the stern
In icy feathers; full oft the eagle screamed
With spray on his pinion.
Not any protector
May make merry man faring needy.
This he little believes, who aye in winsome life
Abides 'mid burghers some heavy business,
Wealthy and wine-flushed, how I weary oft
Must bide above brine.
Neareth nightshade, snoweth from north,
Frost froze the land, hail fell on earth then
Corn of the coldest. Nathless there knocketh now
The heart's thought that I on high streams
The salt-wavy tumult traverse alone.
Moaneth alway my mind's lust
That I fare forth, that I afar hence
Seek out a foreign fastness.
For this there's no mood-lofty man over earth's midst,
Not though he be given his good, but will have in his youth greed;
Nor his deed to the daring, nor his king to the faithful
But shall have his sorrow for sea-fare
Whatever his lord will.
He hath not heart for harping, nor in ring-having
Nor winsomeness to wife, nor world's delight
Nor any whit else save the wave's slash,
Yet longing comes upon him to fare forth on the water.
Bosque taketh blossom, cometh beauty of berries,
Fields to fairness, land fares brisker,
All this admonisheth man eager of mood,
The heart turns to travel so that he then thinks
On flood-ways to be far departing.
Cuckoo calleth with gloomy crying,
He singeth summerward, bodeth sorrow,
The bitter heart's blood. Burgher knows not 
He the prosperous man  what some perform
Where wandering them widest draweth.
So that but now my heart burst from my breast-lock,
My mood 'mid the mere-flood,
Over the whale's acre, would wander wide.
On earth's shelter cometh oft to me,
Eager and ready, the crying lone-flyer,
Whets for the whale-path the heart irresistibly,
O'er tracks of ocean; seeing that anyhow
My lord deems to me this dead life
On loan and on land, I believe not
That any earth-weal eternal standeth
Save there be somewhat calamitous
That, ere a man's tide go, turn it to twain.
Disease or oldness or sword-hate
Beats out the breath from doom-gripped body.
And for this, every earl whatever, for those speaking after 
Laud of the living, boasteth some last word,
That he will work ere he pass onward,
Frame on the fair earth 'gainst foes his malice,
Daring ado, ...
So that all men shall honour him after
And his laud beyond them remain 'mid the English,
Aye, for ever, a lasting life's-blast,
Delight mid the doughty.
Days little durable,
And all arrogance of earthen riches,
There come now no kings nor Csars
Nor gold-giving lords like those gone.
Howe'er in mirth most magnified,
Whoe'er lived in life most lordliest,
Drear all this excellence, delights undurable!
Waneth the watch, but the world holdeth.
Tomb hideth trouble. The blade is layed low.
Earthly glory ageth and seareth.
No man at all going the earth's gait,
But age fares against him, his face paleth,
Grey-haired he groaneth, knows gone companions,
Lordly men are to earth o'ergiven,
Nor may he then the flesh-cover, whose life ceaseth,
Nor eat the sweet nor feel the sorry,
Nor stir hand nor think in mid heart,
And though he strew the grave with gold,
His born brothers, their buried bodies
Be an unlikely treasure hoard.",Nature
662,Ships that Pass in the Night,"Out in the sky the great dark clouds are massing;
I look far out into the pregnant night,
Where I can hear a solemn booming gun
And catch the gleaming of a random light,
That tells me that the ship I seek is passing, passing.

My tearful eyes my soul's deep hurt are glassing;
For I would hail and check that ship of ships.
I stretch my hands imploring, cry aloud,
My voice falls dead a foot from mine own lips,
And but its ghost doth reach that vessel, passing, passing.

O Earth, O Sky, O Ocean, both surpassing,
O heart of mine, O soul that dreads the dark!
Is there no hope for me? Is there no way
That I may sight and check that speeding bark
Which out of sight and sound is passing, passing?",Nature
663,Signs of the Times,"Air a-gittin' cool an' coolah,
   Frost a-comin' in de night,
Hicka' nuts an' wa'nuts fallin',
   Possum keepin' out o' sight.
Tu'key struttin' in de ba'nya'd,
   Nary step so proud ez his;
Keep on struttin', Mistah Tu'key,
   Yo' do' know whut time it is.

Cidah press commence a-squeakin'
   Eatin' apples sto'ed away,
Chillun swa'min' 'roun' lak ho'nets,
   Huntin' aigs ermung de hay.
Mistah Tu'key keep on gobblin'
   At de geese a-flyin' souf,
Oomph! dat bird do' know whut's comin';
   Ef he did he'd shet his mouf.

Pumpkin gittin' good an' yallah
   Mek me open up my eyes;
Seems lak it's a-lookin' at me
   Jes' a-la'in' dah sayin' ""Pies.""
Tu'key gobbler gwine 'roun' blowin',
   Gwine 'roun' gibbin' sass an' slack;
Keep on talkin', Mistah Tu'key,
   You ain't seed no almanac.

Fa'mer walkin' th'oo de ba'nya'd
   Seein' how things is comin' on,
Sees ef all de fowls is fatt'nin'
   Good times comin' sho's you bo'n.
Hyeahs dat tu'key gobbler braggin',
   Den his face break in a smile
Nebbah min', you sassy rascal,
   He's gwine nab you atter while.

Choppin' suet in de kitchen,
   Stonin' raisins in de hall,
Beef a-cookin' fu' de mince meat,
   Spices groun'I smell 'em all.
Look hyeah, Tu'key, stop dat gobblin',
   You ain' luned de sense ob feah,
You ol' fool, yo' naik's in dangah,
   Do' you know Thanksgibbin's hyeah?",Nature
664,The Sorrow of Love,"The brawling of a sparrow in the eaves,   
The brilliant moon and all the milky sky,   
And all that famous harmony of leaves,   
Had blotted out man's image and his cry.

A girl arose that had red mournful lips
And seemed the greatness of the world in tears,   
Doomed like Odysseus and the labouring ships   
And proud as Priam murdered with his peers;

Arose, and on the instant clamorous eaves,   
A climbing moon upon an empty sky,   
And all that lamentation of the leaves,   
Could but compose man's image and his cry.",Nature
665,Stars,"Now in the West the slender moon lies low,
And now Orion glimmers through the trees,
Clearing the earth with even pace and slow,
And now the stately-moving Pleiades,
In that soft infinite darkness overhead
Hang jewel-wise upon a silver thread.

And all the lonelier stars that have their place,
Calm lamps within the distant southern sky,
And planet-dust upon the edge of space,
Look down upon the fretful world, and I
Look up to outer vastness unafraid
And see the stars which sang when earth was made.",Nature
666,Stony Limits,"Hugh MacDiarmid, Stony Limits from Selected Poetry. Copyright  1992 by Alan Riach and Michael Grieve. Reprinted with the permission of New Directions Publishing Corporation.",Nature
667,The Boley Rodeo,"A collective family myth
passed down across generations
takes on the polished gleam of truth,
and memories become legend.

The legend of black sod-busters
on a piece of red soil they own
in a township of black ranchers.
Their legendary rodeo.

grand entry

Two Stars and Stripes flutter into
the arena, carried by two
men in jeans, red shirts, white Stetsons.
Guiding their horses with left hands,
holding the flagstaffs in their rights,
their backs straight and tall, their faces,
their chestnut faces, beautiful
in the light of the setting sun.

After them, two by two,
banners waving, hooves raising dust,
ride the Horse People of Boley,
a varicolored promenade.
They canter once around the ring,
then they circle into the sky.

mutton busting

In the cluster of five-year-old
contenders wearing life jackets
and bicycle helmets, paper
numbers safety-pinned to their backs,
you line up one by one for a turn
to hang on tight with your legs squeezed
at the sheep’s broad middle, fingers
holding handfuls of deep, warm wool
as the sheep destiny presents
runs you out to cheering applause.
Whether you’ll fall on top of it,
or it on you, you won’t fall far.
You have no front teeth anyway,
and a brown clown gone pick you up.

bareback riding

This horse was bred and born to buck.
He’s a good horse, he’ll give you points.
Gloved hand in the rigging’s handle,
bare brown hand waving in the air,
you whir your spurs at his shoulders
as he leaps, twists, and jolts your bones.
Four seconds or four hundred years.
But if you can get up and slap
the dust off your jeans with your hat,
the future’s eyes, looking at you,
will fill with forevering light:
light that will make generations
of proud brown people remember
the Black Horse People of Boley.

bulldogging

In truth there’s seldom a reason
for a man to wrestle a steer,
unless he’s a real ranch cowboy
dealing with ornery power.
Maybe, while rounding up the herd,
he bumps heads with testosterone,
and it’s testosterone-vs.-
testosterone. Bill Pickett learned,
watching dogs on a Boley ranch,
that sometimes you’ve got to bulldog
a hardhead with a kiss of pain.
Today, you slide from horse onto
the fleeing steer, grab his horns, pull
five hundred pounds of muscle down.

team roping, calf roping, steer roping

Roping always involves a team,
whether it’s two men or women
or one human and one smart horse.
The aim: to bring down and hog-tie
a big scared baby of a calf
or a full-grown and pissed-off steer.
You gallop out swinging your loop
with one hand, the other holding
the slack and the unneeded reins.
You down him with a careful toss,
tie three of his hooves together,
step back with wide arms and a grin.
A rope isn’t always a noose:
ropes in brown hands can be lassos.

saddle bronc riding

It’s not the leather riding gloves
and it’s not the fringed buckskin chaps,
not the worn-in and dusty boots,
not the spurs’ blunted silver stars,
not the 10x wide-brimmed straw hat
(both winged helmet and regal crown):
it’s not clothes that make the cowboy.
It’s something behind a bronzed face,
in the level gaze from dark eyes,
and, of course, it’s heart that puts you,
the reins in one hand, one hand free,
waving with the horse’s rhythm,
your heels spurring from neck to flank,
on this bronc called America.

barrel racing

Thunder explodes out of the chute.
Mane and tail whip in the speed wind,
agile hooves pound a swift tempo
circling around the first barrel.
One hand grips the horn, the other
communicates with the taut reins,
though your thighs give the best guidance,
telling your horse to maneuver
in circles that hug the barrels.
Three barrels, a tight cloverleaf
you gallop through with one joined will.
This contest pits you and your horse
against the clock and your best time.
Sister, your dreadlocks are flying!

pony express

Before telegraph, news traveled
from mouth to ear, from hand to hand.
News arrived old. From sea to sea
took weeks, unless carried by boys
stationed along the stagecoach route
to race a cross-country relay.
Your pulse gallops toward the handoff,
when your teammate takes the baton
and the noise and flurry go on
without you. Your leg run, you and
your horse (your partner, your friend) stand
encompassed in adrenalin,
watching, as the Ancestors must,
unable to help, but cheering.

tennessee walker

Let’s hear it for the barrel men,
for the bullfighters, for the clowns,
for the men on the side ready
to run toward trouble. Give it up
for the musical director
(thanks for the hip-hop, bro!). And for
the announcer and all the folks
cheering in the stands. That baby
wearing a tiny cowboy hat.
That man the same black as his horse,
in that white suit and fedora.
His Tennessee Walker’s proud gait
as he nods to his own rhythm,
tail an ebony waterfall.

bull riding

Boley bulls are bred for bucking,
bred to be mean, to be “Bad Boys.”
They teach you to sit strong, hold on,
and with one hand reach for the sky.
After riding a Boley bull
a cowboy thinks, Hell, I’ve been there.
I’ve held the bull-rope, raked my spurs,
while that bad boy tried to kill me.
A ton of Brahma seeing red
gives you a whole new perspective,
a who-you-think-you-talking-to
fearlessness. You’ve seen the bull’s eye:
you know you can’t die more than once.
You’ve lived through eight Mississippis.",Nature
668,Theme in Yellow,"I spot the hills
With yellow balls in autumn.
I light the prairie cornfields
Orange and tawny gold clusters
And I am called pumpkins.
On the last of October
When dusk is fallen
Children join hands
And circle round me
Singing ghost songs
And love to the harvest moon;
I am a jack-o'-lantern
With terrible teeth
And the children know
I am fooling.",Nature
669,The Watergaw,"Hugh MacDiarmid, The Watergaw from Selected Poetry. Copyright  1992 by Alan Riach and Michael Grieve. Reprinted with the permission of New Directions Publishing Corporation.",Nature
670,The Wild Common,"[Version 1: 1921]
The quick sparks on the gorse bushes are leaping,
Little jets of sunlight-texture imitating flame;
Above them, exultant, the peewits are sweeping:
They are lords of the desolate wastes of sadness their screamings proclaim.

Rabbits, handfuls of brown earth, lie
Low-rounded on the mournful grass they have bitten down to the quick.
Are they asleep?  Are they alive?  Now see, when I
Move my arms the hill bursts and heaves under their spurting kick.

The common flaunts bravely; but below, from the rushes
Crowds of glittering king-cups surge to challenge the blossoming bushes;
There the lazy streamlet pushes
Its curious course mildly; here it wakes again, leaps, laughs, and gushes.

Into a deep pond, an old sheep-dip,
Dark, overgrown with willows, cool, with the brook ebbing through so slow,
Naked on the steep, soft lip
Of the bank I stand watching my own white shadow quivering to and fro.

What if the gorse flowers shrivelled and kissing were lost?
Without the pulsing waters, where were the marigolds and the songs of the brook!
If my veins and my breasts with love embossed
Withered, my insolent soul would be gone like flowers that the hot wind took.

So my soul like a passionate woman turns,
Filled with remorseful terror to the man she scorned, and her love
For myself in my own eyes' laughter burns,
Runs ecstatic over the pliant folds rippling down to my belly from the breast-lights above.

Over my sunlit skin the warm, clinging air,
Rich with the songs of seven larks singing at once, goes kissing me glad.
And the soul of the wind and my blood compare
Their wandering happiness, and the wind, wasted in liberty, drifts on and is sad.

Oh but the water loves me and folds me,
Plays with me, sways me, lifts me and sinks me as though it were living blood,
Blood of a heaving woman who holds me,
Owning my supple body a rare glad thing, supremely good.

[Version 2: 1928]
The quick sparks on the gorse-bushes are leaping
Little jets of sunlight texture imitating flame;
Above them, exultant, the peewits are sweeping:
They have triumphed again o'er the ages, their screamings proclaim.

Rabbits, handfuls of brown earth, lie
Low-rounded on the mournful turf they have bitten down to the quick.
Are they asleep?  are they living?  Now see, when I
Lift my arms, the hill bursts and heaves under their spurting kick!

The common flaunts bravely; but below, from the rushes
Crowds of glittering king-cups surge to challenge the blossoming bushes;
There the lazy streamlet pushes
His bent course mildly; here wakes again, leaps, laughs, and gushes

Into a deep pond, an old sheep-dip,
Dark, overgrown with willows, cool, with the brook ebbing through so slow;
Naked on the steep, soft lip
Of the turf I stand watching my own white shadow quivering to and fro.

What if the gorse-flowers shrivelled, and I were gone?
What if the waters ceased, where were the marigolds then, and the gudgeon?
What is this thing that I look down upon?
White on the water wimples my shadow, strains like a dog on a string, to run on.

How it looks back, like a white dog to its master!
I on the bank all substance, my shadow all shadow looking up to me, looking back!
And the water runs, and runs faster, runs faster,
And the white dog dances and quivers, I am holding his cord quite slack.

But how splendid it is to be substance, here!
My shadow is neither here nor there; but I, I am royally here!
I am here! I am here! screams the peewit; the may-blobs burst out in a laugh as they hear!
Here! flick the rabbits. Here! pants the gorse. Here! say the insects far and near.

Over my skin in the sunshine, the warm, clinging air
Flushed with the songs of seven larks singing at once, goes kissing me glad.
You are here! You are here! We have found you! Everywhere
We sought you substantial, you touchstone of caresses, you naked lad!

Oh but the water loves me and folds me,
Plays with me, sways me, lifts me and sinks me, murmurs: Oh marvellous stuff!
No longer shadow!  and it holds me
Close, and it rolls me, enfolds me, touches me, as if never it could touch me enough.

Sun, but in substance, yellow water-blobs!
Wings and feathers on the crying, mysterious ages, peewits wheeling!
All that is right, all that is good; all that is God takes substance! a rabbit lobs
In confirmation, I hear sevenfold lark-songs pealing.",Nature
671,The Wild Swans at Coole,"The trees are in their autumn beauty,
The woodland paths are dry,
Under the October twilight the water
Mirrors a still sky;
Upon the brimming water among the stones
Are nine-and-fifty swans.

The nineteenth autumn has come upon me
Since I first made my count;
I saw, before I had well finished,
All suddenly mount
And scatter wheeling in great broken rings
Upon their clamorous wings.

I have looked upon those brilliant creatures,
And now my heart is sore.
All's changed since I, hearing at twilight,
The first time on this shore,
The bell-beat of their wings above my head,
Trod with a lighter tread.

Unwearied still, lover by lover,
They paddle in the cold
Companionable streams or climb the air;
Their hearts have not grown old;
Passion or conquest, wander where they will,
Attend upon them still.

But now they drift on the still water,
Mysterious, beautiful;
Among what rushes will they build,
By what lake's edge or pool
Delight men's eyes when I awake some day
To find they have flown away?",Nature
672,The Harbor,"Passing through huddled and ugly walls,
By doorways where women haggard
Looked from their hunger-deep eyes,
Haunted with shadows of hunger-hands,
Out from the huddled and ugly walls,
I came sudden, at the city's edge,
On a blue burst of lake,
Long lake waves breaking under the sun
On a spray-flung curve of shore;
And a fluttering storm of gulls,
Masses of great gray wings
And flying white bellies
Veering and wheeling free in the open.",Nature
673,Lost,"Desolate and lone
All night long on the lake
Where fog trails and mist creeps,
The whistle of a boat
Calls and cries unendingly,
Like some lost child
In tears and trouble
Hunting the harbor's breast
And the harbor's eyes.",Nature
674,The Road and the End,"I shall foot it
Down the roadway in the dusk,
Where shapes of hunger wander
And the fugitives of pain go by.

I shall foot it
In the silence of the morning,
See the night slur into dawn,
Hear the slow great winds arise
Where tall trees flank the way
And shoulder toward the sky.

The broken boulders by the road
Shall not commemorate my ruin.
Regret shall be the gravel under foot.
I shall watch for
Slim birds swift of wing
That go where wind and ranks of thunder
Drive the wild processionals of rain.

The dust of the travelled road
Shall touch my hands and face.",Nature
675,The Victory of the Beet-Fields,"Green miles of leafy peace are spread
Over these ranks, unseen and serried;
Screening the trenches with their dead
And living men already buried.
The rains beat down, the torrents flow
Into each cold and huddling cave;
And over them the beet-fields grow,
A fortress gentle as a grave.

Morose, impatient, sick at heart,
With rasping nerves and twitching muscles,
We cannot even sleep; we start
With every twig that snaps or rustles.
Sought always by an unseen foe
Over our heads the bullets fly;
But more than these, we fear the snow,
The silent shrapnel of the sky.

Yonder our colonel stalks and grieves,
Meeting the storm with thoughts more stormy;
But we, we sit and watch the leaves
Fall down, a torn and crumpled army.
We mourn for every leaf that lies,
As though it were a comrade slain;
Each was a shelter from the eyes
Of every prying aeroplane. . . 

And in its cloudy uniform,
Stilling the cannons earthly thunder,
The huge artillery of the storm
Plows through the land and pulls it under.
The rain beats down, until the slow
And slipping earth resists no more. . .
And over them the beets will grow
Ranker and redder than before.",Nature
676,Idée Fixe,"No woman wants to be low-hanging fruit,
my glamorous girlfriend says, but I’m indiscriminate
and love all fruit, I’m tempted to list each kind
right here, in and out of season,
because even just saying the names gives me pleasure,
as does saying your name.
I’m not alone with my passion — my whole family,
we’re a little off in this regard,
we can spend hours talking about cantaloupe
or arguing over how many flats to buy
when it’s Peach-O-Rama at the Metropolitan.
Once I even drove half a day to get to Pence Orchards
where I met and took photos of Bert Pence,
who sold me three boxes of peaches at wholesale prices.
He was so good to me, as was the late-summer freestone
I picked as I walked back through the orchard
in the August heat to the entrance gates,
which were nothing like the Gates of Hell.
On the contrary, I was in heaven there in Yakima.
I can still smell that single peach, which was profusely
low-hanging, it was the definition of low-hanging,
it fell into my hands, as you did —
or perhaps as I did into yours —
but that was months ago.
When I walked past the stands yesterday,
on what should have been the first day of spring,
all produce had been covered with heavy blankets
to keep it warm, to mitigate harm.
Today the temperature dropped so low
someone thought to remove the fruit entirely and stash it away.
With this strange weather we’re having, will I see you again?
I can’t help myself.",Nature
677,Smell Is the Last Memory to Go,"on my block, a gate
on my block, a tree smelling

of citrus & jasmine that knocks
me back into the arms of my dead

mother. i ask Ross how can a tree
be both jasmine & orange, on my block

my neighbors put up gates & stare
don’t like to share, on my block

a tree I can’t see, but can smell
a tree that can’t be both but is

on my block, my mother’s skirt twirls
& all i smell is her ghost, perfume

on my block, a fallen orange
smashed into sidewalk

its blood pulped on asphalt on my
block, Jordan hands me a jasmine

by the time i get home
all its petals are gone",Nature
678,It’ll Get Worse Before It Gets Worse,"For Alexander Moysaenko
The black heart of the moon’s visible
through the trees from here.

Where are you?

I’m alone on the road
with a dead phone.

The birds are flapping overhead
but there’s not much light to be guided by.

If any horizon becomes visible enough to follow.

Forget the rain’s smear,
the chafe of fabric at the calf.

The money ran out. The diners are stuffed
and back for more.

Each terrible thing I said to the child
will get repeated hopefully as a joke.

And like language, these gestures, or a certain way of nodding
one’s head, it all eases in with less than a breath.

Forget the song’s words, the order of the band’s set tonight.

The black moon’s heart’s
got that sinister bent
and I want to get
touched at by the snakes.

One of the students in my class
used to go bear hunting with his two uncles.

They played recordings of distressed animals
to lure in tentative animals to kill.

This practice is illegal in many places.
Because it’s so very effective.

I split open the apple
and hand the good half to a child on the bus
nestled in under the arm of her sleeping mother.

Love from here is a long way to go.

Get on your bike and ride
through the lights.",Nature
679,Time,"Why is it eternity lasts a moment
a moment eternity?

Are you quiet enough to hear horned owls
at dawn?

I hear voices rustle in the leaves
after they are gone.

New mice burst into life.   Small raccoons
bear tiny chains around their wrists.",Nature
680,Overheard in the Herd,"You have to make sure you have skin in the game was one of the rules they
yelled out near the end. Also one must have hope. Also watch the clock, the clock is
running out. Out of what. I had hoped to escape. To form one lucid unassailable
thought. About what? It did not matter about what. It just needs to be, to be

shapely and true. Let me tell you. To feel a thought one came up with one’s self.
Out of one’s interiority. There. That’s the whole story. If humanity. If to hang on claw
back what to call it. However atrophied. Not not-living. Yes horribly close-
quartered. However much we missed the bus. However much we should have

been there while it lasted. Hear us: it lasted. Even here off the bus its lastingness
keeps blossoming & spooling onward. Yes it’s a game it’s always just a game. The wind is
hissing this all afternoon. But even it, raspy and weakening, plunders this space that it
might find some emptiness. From mind. Lean in & you’ll hear plenitude. Listen it’s trying

to make a void again. In which to hear itself. It’s too alone. Everything wants em-
bodiment. But there’s this noise now it’s replacing everything. This humming of agreement
fast-track skipped-step information yes yes yes yes lost hope lost will—dear dis-
embodiment, here is an old wind, watch it orchestrate event, I raise my hand to find

my face again, I know I am supposed to think I’m whole, there is no holiness in me,
can I begin again, I’d like to try to get this right, we might if gotten right go
on, whom am I speaking to, whom, I’ll pick up the acid the wrappers the 3D glasses, I’ll
gather up the spotless tools printers magnifiers, the place is wired for sound I’ll cut

the wires, I’ll drag the cursors off, I’ll sweep it clean, they’ve taught me to, I think this way
because I am human, that’s my secret occupation, I am unusually common, I can get it
right if you just tell me, we have a shot, whom am I speaking to, why is that laughter
seeping-out nonstop from the invisible, from hospice hospital embassy cathedral—

oh ghost institutions—why must you hover here—spy here—before me always though in-
visible. Or is it invincible. I can’t make out the words being said. Or is it sent. In my
direction. I’ll wait for an answer. I have indeed nothing better to do. I have nothing
actually at all to do. We cannot remember having that—a thing to do. To be needed

what was that like. To figure, discover, uncover, recover. To make bring think shape.
To fold, to crease prepare serve-up. To imagine. To buy hold name sell. To shape. To
order. This haunts us now. To make a thing for another. For another’s use. To fashion,
to offer, to bring, hide, make. To serve. Oh to serve.... My new humanity is now relieved of

duty. My soul has its alarm turned off. No my soul has this knot in its throat—or is it a
gag—pacified, petrified, up all night counting silently toward infinity. Losing its
place. How many of us are left. What else could happen. Has it all already happened.
Who is they. That autocorrected to thy. Why. No matter what I say it fixes it. It’s fixed.",Nature
681,Near-Earth Object,"Unlike the monarch, though
the asteroid also slipped
quietly from its colony
on its annular migration
between Jupiter and Mars,
enticed maybe by
our planetary pollen
as the monarch by my neighbor’s
slender-leaved milkweed.
Unlike it even when
the fragrant Cretaceous
atmosphere meteorized
the airborne rock,
flaring it into what might
have looked to the horrid
triceratops like a monarch
ovipositing (had the butterfly
begun before the period
broke off). Not much like
the monarch I met when I
rushed out the door for the 79,
though the sulfurous dust
from the meteoric impact
off the Yucatán took flight
for all corners of the heavens
much the way the next
generation of monarchs
took wing from the milkweed
for their annual migration
to the west of the Yucatán,
and their unburdened mother
took her final flit
up my flagstone walkway,
froze and, hurtling
downward, impacted
my stunned peninsular
left foot. Less like
the monarch for all this,
the globe-clogging asteroid,
than like me, one of my kind,
bolting for the bus.",Nature
682,Little Bird,"I sang all night for you, but you didn’t care. You were too sad. Little bird, I said to myself, you can’t bring anybody back, but maybe you can keep him here. I thought you liked my song. But I couldn’t tell now. You looked angry, but you stayed in the room where I sang. I inherited the song. Not from my parents. Not from my grandmother. My grandfather doesn’t sing. My song was mine and I thought you liked it. I thought you loved me. Now you showed no sign of loving anything. But you stayed in the room all night. The room was full of statues with coins under their tongues. I felt bad for building them. Some don’t even have names. Sylvia, Ian, Anne, Emily, Seb. You barely moved. Sometimes, you moved. Little bird, I told myself, little bird, pretending I was you, I love you. Please sing for me. I didn’t want you to leave. I kept singing.

 ",Nature
683,Crepuscule with Paula,"Does realism get your vote? It gets mine.
The plants with their insatiable thirst for appearances,
the heart-stopping 7:00 p.m. air moonlighting as a pressed-cardboard Korean ashtray
(server, modest coaster) decorated with a single blondish branch
holding six leaves and a piece of rose-colored fruit (pear, plum, ripe peach)
slightly raised as if applied to the flat, creamy space behind
flecked with light gray, light green, and brown marks of varying size
from pinpricks to ashes, pencil (it looks like) to brush.
The romance of the windowpanes (I’m squinting a little) has nothing
to do with the misguided view, the one with the Fates schmoozing
under the maroon awning of the high-rise (schmoos is more like it)
and the embarrassed-looking sycamores revealing for all they’re worth
in their slightly fictionalized but emotionally accurate way, which contributes to the overall tone
without detracting from the realistic participation,
a motorbike taking the corner too fast, a cat knowing the worst that can possibly happen and managing to avoid it,
which could be the key signature if not for a free-standing
radiance just outside, unmoored, a hint of plum or Anjou pear.",Nature
684,On Beauty,"Where there’s blood, there are birds.

After the war, many of the men’s faces are missing parts: an eye, a nose, a mouth.

One doctor uses a man’s own rib to construct a new jaw.

They call him the-man-who-fixes-faces.

A body might stay whole in the trench, but who can resist looking up, sometimes, at the birds?

You get out alive, maybe, but your face wears forever the look of what’s lost.

The-man-who-fixes-faces might give you something like a face.

Now all you see are faces turning away.

A bullet wounds in a straight line, but shrapnel is feathery: it picks up dirt.

The birds, it’s easy to forget, are filthy; a little bird in the blood can kill you.

A square within a circle, the golden ratio, symmetry, they say, makes a face beautiful.

Birds have two eyes, two legs, and two wings, but the soldier’s face is half here, half in the air.

Mirrors can be psychologically damaging to birds.

Birds are territorial.

Birds keep going back to the fountain to check on that one bird beneath the water.

In the park near the hospital, the-man-who-fixes-faces paints some of the benches blue.

The blue benches are for the men whose faces are unrecognizable.

I’ve seen a bird attack a window.

If you don’t want to see a man healing, look up at the sky.

Why is the sky blue?

Symmetry: a line drawn from the sun through the zenith to the “anti-sun.”

Like shrapnel, light scatters.",Nature
685,“Black Rapunzel Broadcasting Live from America’s Next”/“original communication”,,Nature
